vdw           1               2.9400     0.0610
vdw           2               3.9050     0.1180
vdw           3               3.7500     0.1050
vdw           4               2.9600     0.2100
vdw           5               3.0000     0.1700
vdw           6               3.9100     0.1600
vdw           7               0.0000     0.0000
vdw           8               3.7300     0.2940
vdw           9               3.7750     0.2070
vdw          10               3.9050     0.1750
vdw          11               3.9100     0.1600
vdw          12               3.9600     0.1450
vdw          13               3.9050     0.1180
vdw          14               3.8500     0.1400
vdw          15               3.8500     0.0800
vdw          16               3.8000     0.1150
vdw          17               3.7500     0.1100
vdw          18               3.8000     0.0500
vdw          19               3.7500     0.1050
vdw          20               3.0700     0.1700
vdw          21               0.0000     0.0000
vdw          22               3.7750     0.2070
vdw          23               3.9050     0.1180
vdw          24               3.7000     0.2500
vdw          25               3.5500     0.2500
vdw          26               3.5500     0.2500
vdw          27               3.5500     0.2500
vdw          28               0.0000     0.0000
vdw          29               0.0000     0.0000
vdw          30               3.7750     0.2070
vdw          31               3.9050     0.1180
vdw          32               3.8000     0.1700
vdw          33               3.8000     0.1180
vdw          34               3.8000     0.1700
vdw          35               3.8000     0.1180
vdw          36               3.2000     0.1700
vdw          37               3.6500     0.1500
vdw          38               3.7750     0.2070
vdw          39               3.8500     0.0800
vdw          40               3.8000     0.0500
vdw          41               3.0000     0.1700
vdw          42               3.8000     0.1700
vdw          43               3.8000     0.1180
vdw          44               3.8000     0.1180
vdw          45               3.4000     0.3000
vdw          46               3.8000     0.0800
vdw          47               3.4700     0.3000
vdw          48               3.8000     0.0500
vdw          49               3.4700     0.2660
vdw          50               3.5600     0.3950
vdw          51               2.9300     0.2800
vdw          52               3.8100     0.1600
vdw          53               2.9600     0.2100
vdw          54               3.2500     0.1700
vdw          55               3.8000     0.1150
vdw          56               3.8000     0.1700
vdw          57               0.0000     0.0000
vdw          58               2.5560     0.0200
vdw          59               2.7800     0.0690
vdw          60               3.4010     0.2339
vdw          61               3.6240     0.3170
vdw          62               3.9350     0.4330
vdw          63              3.15061     0.1521
vdw          64               0.0000     0.0000
vdw          65              3.15365     0.1550
vdw          66               0.0000     0.0000
vdw          67               0.0000     0.0000
vdw          68               3.1760     0.1500
vdw          69               0.0000     0.0000
vdw          70               3.2700     0.1000
vdw          71               0.0000     0.0000
vdw          72               0.0000     0.0000
vdw          73               3.1200     0.1600
vdw          74               0.0000     0.0000
vdw          75               0.0000     0.0000
vdw          76              3.16557     0.1554
vdw          77               0.0000     0.0000
vdw          78               3.4200     0.1700
vdw          79               0.0000     0.0000
vdw          80               3.5000     0.0660
vdw          81               3.5000     0.0660
vdw          82               3.5000     0.0660
vdw          83               3.5000     0.0660
vdw          84               3.5000     0.0660
vdw          85               2.5000     0.0300
vdw          86               3.5500     0.0760
vdw          87               3.5500     0.0760
vdw          88               3.5500     0.0760
vdw          89               2.4200     0.0300
vdw          90               3.5500     0.0700
vdw          91               2.4200     0.0300
vdw          92               3.5500     0.0700
vdw          93               3.5000     0.0660
vdw          94               3.5000     0.0660
vdw          95               3.5500     0.0760
vdw          96               3.1200     0.1700
vdw          97               0.0000     0.0000
vdw          98               2.5000     0.0300
vdw          99               3.5000     0.0660
vdw         100               3.5000     0.0660
vdw         101               3.5000     0.0660
vdw         102               3.5000     0.0660
vdw         103               3.2500     0.0620
vdw         104               3.0700     0.1700
vdw         105               0.0000     0.0000
vdw         106               2.9400     0.0610
vdw         107               2.5000     0.0300
vdw         108               3.5500     0.0700
vdw         109               3.0700     0.1700
vdw         110               0.0000     0.0000
vdw         111               3.0700     0.1700
vdw         112               0.0000     0.0000
vdw         113               3.0700     0.1700
vdw         114               0.0000     0.0000
vdw         115               3.5000     0.0660
vdw         116               3.5000     0.0660
vdw         117               3.5000     0.0660
vdw         118               2.5000     0.0300
vdw         119               2.9000     0.1400
vdw         120               3.5500     0.0760
vdw         121               2.9000     0.1400
vdw         122               2.9000     0.1400
vdw         123               3.5000     0.0660
vdw         124               3.5000     0.0660
vdw         125               3.5000     0.0660
vdw         126               3.5000     0.0660
vdw         127               2.5000     0.0300
vdw         128               2.9000     0.1400
vdw         129               3.0700     0.1700
vdw         130               0.0000     0.0000
vdw         131               3.5000     0.0660
vdw         132               2.5000     0.0300
vdw         133               3.5000     0.0660
vdw         134               2.5000     0.0300
vdw         135               3.5000     0.0660
vdw         136               2.5000     0.0300
vdw         137               3.5000     0.0660
vdw         138               2.5000     0.0300
vdw         139               3.5000     0.0660
vdw         140               3.5000     0.0660
vdw         141               3.5500     0.0700
vdw         142               3.5500     0.2500
vdw         143               3.7000     0.2500
vdw         144               3.5500     0.2500
vdw         145               3.5500     0.2500
vdw         146               0.0000     0.0000
vdw         147               0.0000     0.0000
vdw         148               3.5000     0.0660
vdw         149               3.5000     0.0660
vdw         150               3.5000     0.0660
vdw         151               3.5000     0.0660
vdw         152               3.5000     0.0660
vdw         153               3.5000     0.0660
vdw         154               3.5000     0.0660
vdw         155               3.5000     0.0660
vdw         156               3.5000     0.0660
vdw         157               3.5000     0.0660
vdw         158               3.5000     0.0660
vdw         159               3.5000     0.0660
vdw         160               3.5000     0.0660
vdw         161               3.5000     0.0660
vdw         162               3.5000     0.0660
vdw         163               3.5500     0.0700
vdw         164               3.5500     0.2500
vdw         165               3.5000     0.0660
vdw         166               3.5000     0.0660
vdw         167               3.5000     0.0660
vdw         168               3.4000     0.3000
vdw         169               3.5500     0.0760
vdw         170               3.5500     0.0700
vdw         171               3.5000     0.0660
vdw         172               3.5000     0.0660
vdw         173               3.7500     0.1050
vdw         174               3.7500     0.1050
vdw         175               3.7500     0.1050
vdw         176               3.7500     0.1050
vdw         177               3.7500     0.1050
vdw         178               2.9600     0.2100
vdw         179               3.2500     0.1700
vdw         180               3.2500     0.1700
vdw         181               3.2500     0.1700
vdw         182               0.0000     0.0000
vdw         183               0.0000     0.0000
vdw         184               3.5000     0.0660
vdw         185               3.5000     0.0660
vdw         186               3.5000     0.0660
vdw         187               3.5000     0.0660
vdw         188               3.5000     0.0660
vdw         189               3.7500     0.1050
vdw         190               2.9600     0.2100
vdw         191               3.2500     0.1700
vdw         192               0.0000     0.0000
vdw         193               3.2500     0.1700
vdw         194               3.7500     0.1050
